cards,strength,rating,%
Qs9h6h3d,15,5,
Ks9h6h3d,10,5,
As9h6h3d,10,5,
JhTh6h3d,30,4,
QhTh6h3d,23,5,
KhTh6h3d,20,5,
Th6h3d2s,15,5,
Th6h3s3d,13,5,
Th6h4s3d,15,5,
Th6h5s3d,15,5,
Th6s6h3d,17.5,5,
Th7s6h3d,20,5,
Js8h6h3d,18,5,
Qs8h6h3d,13,5,
Ks8h6h3d,13,5,
As8h6h3d,13,5,
Ts9h6h3d,20,5,
As8d5c4d,25,4,
Jd9d5c4d,23,5,
Qd9d5c4d,20,5,
Kd9d5c4d,10,5,
9d5c4d2h,10,5,
9d5c4d3h,20,5,
9d5c4h4d,14.5,5,
9d5h5c4d,16,5,
9d6h5c4d,25,4,
9d7h5c4d,15,5,
9d8h5c4d,15,5,
9h9d5c4d,40,4,
9h8d5c4d,15,5,
Th8d5c4d,20,5,
Js9h6h3d,15,5,
Th8s6h3d,15,5,
Th9s6h3d,20,5,
TsTh6h3d,47.5,3,
JsTh6h3d,25,4,
QsTh6h3d,20,5,
KsTh6h3d,20,5,
AsTh6h3d,10,5,
QhJh6h3d,30,4,
KhJh6h3d,23,5,
Jh6h3d2s,15,5,
Jh6h3s3d,13,5,
Jh6h4s3d,15,5,
Jh6h5s3d,15,5,
Jh6s6h3d,17.5,5,
Jh7s6h3d,15,5,
9s9h6h3d,35,4,
KhTs6h3d,20,5,
Jh8s6h3d,15,5,
Jh9s6h3d,15,5,
JhTs6h3d,25,4,
JsJh6h3d,50,3,
QsJh6h3d,25,4,
KsJh6h3d,20,5,
AsJh6h3d,20,5,
KhQh6h3d,30,4,
Qh6h3d2s,15,5,
Qh6h3s3d,13,5,
Qh6h4s3d,15,5,
Qh6h5s3d,15,5,
Qh6s6h3d,17.5,5,
Qh7s6h3d,15,5,
Qh8s6h3d,10,5,
Ah8s6h3d,15,5,
Ah9s6h3d,15,5,
Qh9s6h3d,15,5,
QhTs6h3d,20,5,
QhJs6h3d,25,4,
QsQh6h3d,68.5,2,
KsQh6h3d,25,4,
AsQh6h3d,20,5,
Kh6h3d2s,15,5,
Kh6h3s3d,13,5,
Kh6h4s3d,15,5,
Kh6h5s3d,15,5,
Kh6s6h3d,17.5,5,
Kh7s6h3d,15,5,
Kh8s6h3d,10,5,
Kh9s6h3d,10,5,
Qs6h3d2s,15,5,
Ks6h3d2s,15,5,
As6h3d2s,30,4,
6h4s3s3d,23,5,
6h5s3s3d,21,5,
6s6h3s3d,30.5,4,
7s6h3s3d,18,5,
KhJs6h3d,20,5,
KhQs6h3d,25,4,
AsKh6h3d,25,4,
Ah6h3d2s,30,4,
Ah6h3s3d,28,4,
Ah6h4s3d,30,4,
Ah6h5s3d,30,4,
Ah6s6h3d,22.5,5,
Ah7s6h3d,20,5,
Ks6h3s3d,13,5,
As6h3s3d,28,4,
6s6h4s3d,25.5,4,
8s6h4s3d,15,5,
9s6h4s3d,15,5,
Ts6h4s3d,15,5,
Js6h4s3d,15,5,
Qs6h4s3d,15,5,
Ks6h4s3d,15,5,
6h3s3d2s,23,5,
6s6h3d2s,22.5,5,
7s6h3d2s,15,5,
8s6h3d2s,15,5,
9s6h3d2s,15,5,
Ts6h3d2s,15,5,
Js6h3d2s,15,5,
Ts6h5s3d,15,5,
Js6h5s3d,15,5,
Qs6h5s3d,15,5,
Ks6h5s3d,15,5,
As6h5s3d,30,4,
7s6s6h3d,27.5,4,
8s6s6h3d,20.5,5,
9s6s6h3d,17.5,5,
Ts6s6h3d,17.5,5,
Js6s6h3d,17.5,5,
Qs6s6h3d,17.5,5,
8s6h3s3d,13,5,
9s6h3s3d,13,5,
Ts6h3s3d,13,5,
Js6h3s3d,13,5,
Qs6h3s3d,13,5,
Ts7s6h3d,20,5,
Js7s6h3d,15,5,
Qs7s6h3d,15,5,
Ks7s6h3d,15,5,
As7s6h3d,20,5,
9s8s6h3d,20,5,
Ts8s6h3d,18,5,
Js8s6h3d,15,5,
Qs8s6h3d,10,5,
Ks8s6h3d,10,5,
As8s6h3d,15,5,
Ts9s6h3d,25,4,
As6h4s3d,30,4,
6s6h5s3d,27.5,4,
8s6h5s3d,15,5,
9s6h5s3d,15,5,
Jh8d5c4d,20,5,
Qh8d5c4d,15,5,
Kh8d5c4d,15,5,
Ah8d5c4d,25,4,
8d5c4d2s,15,5,
8d5c4d3s,25,4,
8d5c4s4d,19.5,5,
8d5s5c4d,21,5,
8s8d5c4d,37.5,4,
9s8d5c4d,15,5,
Ts8d5c4d,20,5,
Js8d5c4d,20,5,
Qs7d5c4d,15,5,
Ks7d5c4d,15,5,
8s7s6h3d,30,4,
9s7s6h3d,18,5,
Qs8h7h3d,15,5,
Ks8h7h3d,15,5,
Js9s6h3d,18,5,
Qs9s6h3d,15,5,
Ks9s6h3d,10,5,
As9s6h3d,15,5,
JsTs6h3d,30,4,
QsTs6h3d,23,5,
KsTs6h3d,20,5,
QsJs6h3d,30,4,
KsJs6h3d,23,5,
KsQs6h3d,30,4,
9h8h7h3d,25,4,
Th8h7h3d,18,5,
Ks6s6h3d,17.5,5,
As6s6h3d,22.5,5,
9s9h7h3d,33,4,
Ts9h7h3d,18,5,
Js9h7h3d,13,5,
Jh8h7h3d,20,5,
Qh8h7h3d,15,5,
Kh8h7h3d,15,5,
8h7h3d2s,20,5,
8h7h3s3d,23,5,
8h7h4s3d,20,5,
8h7h5s3d,20,5,
8h7h6s3d,30,4,
8h7s7h3d,35,4,
8s8h7h3d,37.5,4,
9s8h7h3d,25,4,
Ts8h7h3d,20,5,
Js8h7h3d,20,5,
Th7s7h3d,30,4,
Th8s7h3d,15,5,
Th9s7h3d,15,5,
TsTh7h3d,42.5,4,
As8h7h3d,15,5,
Th9h7h3d,20,5,
Jh9h7h3d,13,5,
Qh9h7h3d,13,5,
Kh9h7h3d,8,5,
9h7h3d2s,18,5,
9h7h3s3d,16,5,
9h7h4s3d,18,5,
9h7h5s3d,13,5,
9h7h6s3d,18,5,
9h7s7h3d,28,4,
9h8s7h3d,23,5,
Jh7h6s3d,15,5,
Jh7s7h3d,25,4,
Jh8s7h3d,15,5,
Jh9s7h3d,10,5,
JhTs7h3d,20,5,
Qs9h7h3d,13,5,
Ks9h7h3d,8,5,
As9h7h3d,8,5,
JhTh7h3d,25,4,
QhTh7h3d,18,5,
KhTh7h3d,15,5,
Th7h3d2s,20,5,
Th7h3s3d,18,5,
Th7h4s3d,20,5,
Th7h5s3d,15,5,
Th7h6s3d,20,5,
Qh7h6s3d,15,5,
Qh7s7h3d,25,4,
Qh8s7h3d,10,5,
Qh9s7h3d,10,5,
QhTs7h3d,15,5,
QhJs7h3d,15,5,
JsTh7h3d,20,5,
QsTh7h3d,15,5,
KsTh7h3d,15,5,
AsTh7h3d,10,5,
QhJh7h3d,20,5,
KhJh7h3d,13,5,
Jh7h3d2s,10,5,
Jh7h3s3d,8,5,
Jh7h4s3d,15,5,
Jh7h5s3d,10,5,
Kh7h6s3d,15,5,
Kh7s7h3d,25,4,
Kh8s7h3d,10,5,
Kh9s7h3d,5,5,
KhTs7h3d,15,5,
KhJs7h3d,10,5,
KhQs7h3d,15,5,
JsJh7h3d,40,4,
QsJh7h3d,15,5,
KsJh7h3d,10,5,
AsJh7h3d,10,5,
KhQh7h3d,20,5,
Qh7h3d2s,10,5,
Qh7h3s3d,8,5,
Qh7h4s3d,15,5,
Qh7h5s3d,10,5,
9d8d5c4d,20,5,
Jd8d5c4d,20,5,
Qd8d5c4d,15,5,
Kd8d5c4d,15,5,
8d5c4d2h,15,5,
8d5c4d3h,25,4,
8d5c4h4d,19.5,5,
8d5h5c4d,21,5,
8h8d5c4d,37.5,4,
9h7d5c4d,15,5,
Th7d5c4d,20,5,
AsQh7h3d,10,5,
Kh7h3d2s,10,5,
Kh7h3s3d,8,5,
Kh7h4s3d,15,5,
Kh7h5s3d,10,5,
Ts7h3s3d,18,5,
AsKh7h3d,15,5,
Ah7h3d2s,25,4,
Ah7h3s3d,23,5,
Ah7h4s3d,30,4,
Ah7h5s3d,25,4,
Ah7h6s3d,20,5,
Ah7s7h3d,30,4,
Ah8s7h3d,15,5,
Ah9s7h3d,10,5,
7h3s3d2s,18,5,
7h4s3d2s,28,4,
7h5s3d2s,15,5,
QsQh7h3d,58.5,3,
KsQh7h3d,15,5,
As7d5c4d,25,4,
7s7h5s3d,33,4,
7h6s3d2s,15,5,
7s7h3d2s,35,4,
8s7h3d2s,15,5,
9s7h3d2s,15,5,
Ts7h3d2s,20,5,
Js7h3d2s,10,5,
Qs7h3d2s,10,5,
Ks7h3d2s,10,5,
As7h3d2s,25,4,
7h4s3s3d,23,5,
7h5s3s3d,16,5,
7h6s3s3d,18,5,
7s7h3s3d,43,4,
8s7h3s3d,18,5,
9s7h3s3d,13,5,
Qs7h6s3d,15,5,
Ks7h6s3d,15,5,
As7h6s3d,20,5,
8s7s7h3d,35,4,
Js7h3s3d,8,5,
Qs7h3s3d,8,5,
Ks7h3s3d,8,5,
As7h3s3d,23,5,
7s7h4s3d,35,4,
8s7h4s3d,15,5,
9s7h4s3d,15,5,
Ts7h4s3d,20,5,
Js7h4s3d,15,5,
Qs7h4s3d,15,5,
Ks7h4s3d,15,5,
As7h4s3d,30,4,
Ts9s7h3d,20,5,
Js9s7h3d,13,5,
Qs9s7h3d,10,5,
Ks9s7h3d,5,5,
8s7h5s3d,15,5,
9s7h5s3d,10,5,
Ts7h5s3d,15,5,
Js7h5s3d,10,5,
Qs7h5s3d,10,5,
Ks7h5s3d,10,5,
As7h5s3d,25,4,
7s7h6s3d,40,4,
8s7h6s3d,28,4,
9s7h6s3d,15,5,
Ts7h6s3d,20,5,
Js7h6s3d,15,5,
Th9h8h3d,30,4,
Jh9h8h3d,18,5,
Qh9h8h3d,20,5,
Kh9h8h3d,15,5,
9s7s7h3d,28,4,
Ts7s7h3d,30,4,
Js7s7h3d,25,4,
Qs7s7h3d,25,4,
Ks7s7h3d,25,4,
As7s7h3d,30,4,
9s8s7h3d,25,4,
Ts8s7h3d,18,5,
Js8s7h3d,15,5,
Qs8s7h3d,10,5,
Ks8s7h3d,10,5,
As8s7h3d,15,5,
9s9h8h3d,40,4,
Ts9h8h3d,30,4,
Js9h8h3d,20,5,
Qs9h8h3d,20,5,
Ks9h8h3d,15,5,
As9h8h3d,15,5,
JhTh8h3d,25,4,
QhTh8h3d,18,5,
KhTh8h3d,18,5,
As9s7h3d,10,5,
JsTs7h3d,25,4,
QsTs7h3d,18,5,
KsTs7h3d,15,5,
QsJs7h3d,20,5,
KsJs7h3d,13,5,
KsQs7h3d,20,5,
Th8s8h3d,35.5,4,
Th9s8h3d,28,4,
TsTh8h3d,45.5,3,
JsTh8h3d,23,5,
QsTh8h3d,18,5,
KsTh8h3d,18,5,
AsTh8h3d,13,5,
QhJh8h3d,25,4,
KhJh8h3d,18,5,
9h8h3d2s,20,5,
9h8h3s3d,23,5,
9h8h4s3d,20,5,
9h8h5s3d,20,5,
9h8h6s3d,20,5,
9h8h7s3d,25,4,
9h8s8h3d,37.5,4,
Jh8h6s3d,15,5,
Jh8h7s3d,15,5,
Jh8s8h3d,32.5,4,
Jh9s8h3d,15,5,
JhTs8h3d,20,5,
JsJh8h3d,45,3,
QsJh8h3d,20,5,
KsJh8h3d,15,5,
AsJh8h3d,15,5,
KhQh8h3d,20,5,
Th8h3d2s,23,5,
Th8h3s3d,21,5,
Th8h4s3d,23,5,
Th8h5s3d,18,5,
Th8h6s3d,18,5,
Th8h7s3d,18,5,
Jh7d5c4d,15,5,
Qh7d5c4d,15,5,
Kh7d5c4d,15,5,
Ah7d5c4d,25,4,
7d5c4d2s,15,5,
7d5c4s4d,19.5,5,
7d5s5c4d,21,5,
7s7d5c4d,35,4,
9s7d5c4d,15,5,
Ts7d5c4d,20,5,
Js7d5c4d,15,5,
Qs6d5c4d,28,4,
Ks6d5c4d,28,4,
Jh8h3s3d,18,5,
Jh8h4s3d,20,5,
Jh8h5s3d,15,5,
Qh8h3d2s,10,5,
Qh8h3s3d,8,5,
Qh8h4s3d,10,5,
Qh8h5s3d,10,5,
Qh8h6s3d,10,5,
Qh8h7s3d,10,5,
Qh8s8h3d,27.5,4,
Qh9s8h3d,15,5,
QhTs8h3d,15,5,
QhJs8h3d,20,5,
QsQh8h3d,58.5,3,
KsQh8h3d,15,5,
AsQh8h3d,10,5,
Kh8h3d2s,10,5,
Kh8h3s3d,8,5,
Jh8h3d2s,20,5,
Js8h3d2s,20,5,
Kh8h4s3d,10,5,
Kh8h5s3d,10,5,
Kh8h6s3d,10,5,
Kh8h7s3d,10,5,
Kh8s8h3d,27.5,4,
Kh9s8h3d,10,5,
KhTs8h3d,15,5,
KhJs8h3d,15,5,
KhQs8h3d,15,5,
AsKh8h3d,15,5,
Ah8h3d2s,25,4,
Ah8h3s3d,23,5,
Ah8h4s3d,25,4,
Ah8h5s3d,25,4,
Ah8h6s3d,15,5,
Qs8h3s3d,8,5,
Ks8h3s3d,8,5,
As8h3s3d,23,5,
8h5s4s3d,30,4,
8h6s4s3d,18,5,
Ah8h7s3d,15,5,
Ah8s8h3d,32.5,4,
Ah9s8h3d,15,5,
8h3s3d2s,18,5,
8h4s3d2s,23,5,
8h5s3d2s,15,5,
8h6s3d2s,15,5,
8h7s3d2s,15,5,
8s8h3d2s,37.5,4,
9s8h3d2s,15,5,
Ts8h3d2s,20,5,
9s8h5s3d,15,5,
Ts8h5s3d,15,5,
Js8h5s3d,15,5,
Qs8h5s3d,10,5,
Ks8h5s3d,10,5,
Qs8h3d2s,10,5,
Ks8h3d2s,10,5,
As8h3d2s,25,4,
8h4s3s3d,18,5,
8h5s3s3d,16,5,
8h6s3s3d,13,5,
8h7s3s3d,18,5,
8s8h3s3d,45.5,3,
9s8h3s3d,18,5,
Ts8h3s3d,18,5,
Js8h3s3d,18,5,
Ts8h7s3d,15,5,
Js8h7s3d,15,5,
Qs8h7s3d,10,5,
Ks8h7s3d,10,5,
As8h7s3d,15,5,
8h7s4s3d,15,5,
8s8h4s3d,37.5,4,
9s8h4s3d,15,5,
Ts8h4s3d,20,5,
Js8h4s3d,20,5,
Qs8h4s3d,10,5,
Ks8h4s3d,10,5,
As8h4s3d,25,4,
8h6s5s3d,20,5,
8h7s5s3d,18,5,
8s8h5s3d,32.5,4,
As9s8h3d,15,5,
JsTs8h3d,25,4,
QsTs8h3d,18,5,
KsTs8h3d,15,5,
QsJs8h3d,25,4,
As8h5s3d,25,4,
8h7s6s3d,30,4,
8s8h6s3d,35.5,4,
9s8h6s3d,15,5,
Ts8h6s3d,15,5,
Js8h6s3d,15,5,
Qs8h6s3d,10,5,
Ks8h6s3d,10,5,
As8h6s3d,15,5,
8s8h7s3d,37.5,4,
9s8h7s3d,23,5,
Th9h3s3d,28,4,
Th9h4s3d,25,4,
Th9h5s3d,25,4,
Th9h6s3d,25,4,
Th9h7s3d,20,5,
Th9h8s3d,30,4,
9s8s8h3d,37.5,4,
Ts8s8h3d,35.5,4,
Js8s8h3d,32.5,4,
Qs8s8h3d,27.5,4,
Ks8s8h3d,27.5,4,
As8s8h3d,32.5,4,
Ts9s8h3d,30,4,
Js9s8h3d,18,5,
Qs9s8h3d,15,5,
Ks9s8h3d,10,5,
As6d5c4d,38,4,
9d7d5c4d,18,5,
Jd7d5c4d,15,5,
Qd7d5c4d,15,5,
Kd7d5c4d,15,5,
7d5c4d2h,15,5,
7d5c4h4d,19.5,5,
7d5h5c4d,21,5,
7h7d5c4d,35,4,
9h6d5c4d,28,4,
Th6d5c4d,28,4,
KsQs8h3d,20,5,
JhTh9h3d,35,4,
QhTh9h3d,23,5,
KhTh9h3d,25,4,
Th9h3d2s,25,4,
Th9s9h3d,45,3,
TsTh9h3d,52.5,3,
JsTh9h3d,35,4,
QsTh9h3d,25,4,
KsTh9h3d,25,4,
AsTh9h3d,20,5,
QhJh9h3d,25,4,
KhJh9h3d,18,5,
Jh9h3d2s,23,5,
Jh9h3s3d,21,5,
Jh9h4s3d,23,5,
Jh9h5s3d,18,5,
Jh9h6s3d,18,5,
Jh9h7s3d,13,5,
Jh9h8s3d,18,5,
KsJs8h3d,18,5,
KhJs9h3d,15,5,
Jh9s9h3d,38,4,
JhTs9h3d,33,4,
JsJh9h3d,48,3,
QsJh9h3d,23,5,
KsJh9h3d,18,5,
AsJh9h3d,18,5,
KhQh9h3d,25,4,
Qh9h3d2s,20,5,
Qh9h3s3d,18,5,
Qh9h4s3d,20,5,
Qh9h5s3d,15,5,
Qh9h6s3d,15,5,
Qh9h7s3d,10,5,
Qh9h8s3d,15,5,
Qh9s9h3d,35,4,
Ah9s9h3d,35,4,
9h3s3d2s,18,5,
QhTs9h3d,20,5,
QhJs9h3d,20,5,
QsQh9h3d,63.5,3,
KsQh9h3d,20,5,
AsQh9h3d,15,5,
Kh9h3d2s,10,5,
Kh9h3s3d,8,5,
Kh9h4s3d,10,5,
Kh9h5s3d,5,5,
Kh9h6s3d,10,5,
Kh9h7s3d,5,5,
Kh9h8s3d,10,5,
Kh9s9h3d,30,4,
KhTs9h3d,20,5,
Ks9h3d2s,10,5,
As9h3d2s,25,4,
9h4s3s3d,18,5,
9h5s3s3d,11,5,
9h6s3s3d,13,5,
9h7s3s3d,13,5,
9h8s3s3d,18,5,
KhQs9h3d,20,5,
AsKh9h3d,15,5,
Ah9h3d2s,25,4,
Ah9h3s3d,23,5,
Ah9h4s3d,25,4,
Ah9h5s3d,20,5,
Ah9h6s3d,15,5,
Ah9h7s3d,10,5,
Ah9h8s3d,15,5,
9h8s4s3d,15,5,
9s9h4s3d,40,4,
Ts9h4s3d,20,5,
Js9h4s3d,20,5,
Qs9h4s3d,20,5,
Ks9h4s3d,10,5,
As9h4s3d,25,4,
9h4s3d2s,23,5,
9h5s3d2s,10,5,
9h6s3d2s,15,5,
9h7s3d2s,15,5,
9h8s3d2s,15,5,
9s9h3d2s,40,4,
Ts9h3d2s,20,5,
Js9h3d2s,20,5,
Qs9h3d2s,20,5,
9h7s6s3d,20,5,
9h8s6s3d,18,5,
9s9h6s3d,35,4,
Ts9h6s3d,20,5,
Js9h6s3d,15,5,
Qs9h6s3d,15,5,
Ks9h6s3d,10,5,
9s9h3s3d,48,3,
Ts9h3s3d,23,5,
Js9h3s3d,18,5,
Qs9h3s3d,18,5,
Ks9h3s3d,8,5,
As9h3s3d,23,5,
9h5s4s3d,25,4,
9h6s4s3d,18,5,
9h7s4s3d,15,5,
Ts9h8s3d,28,4,
Js9h8s3d,15,5,
Qs9h8s3d,15,5,
Ks9h8s3d,10,5,
As9h8s3d,15,5,
Ts9s9h3d,45,3,
Js9s9h3d,38,4,
9h6s5s3d,20,5,
9h7s5s3d,13,5,
9h8s5s3d,15,5,
9s9h5s3d,35,4,
Ts9h5s3d,20,5,
Js9h5s3d,15,5,
Qs9h5s3d,15,5,
Ks9h5s3d,5,5,
As9h5s3d,20,5,
Ah6d5c4d,38,4,
6d5c4s4d,32.5,4,
6d5s5c4d,24,5,
6s6d5c4d,35.5,4,
9s6d5c4d,28,4,
Ts6d5c4d,28,4,
Js6d5c4d,28,4,
Qs5d5c4d,26,4,
Ks5d5c4d,26,4,
9s9h7s3d,33,4,
Ts9h7s3d,15,5,
Js9h7s3d,10,5,
Qs9h7s3d,10,5,
Ks9h7s3d,5,5,
As9h7s3d,10,5,
9s9h8s3d,40,4,
QhTh4s3d,28,4,
Qs9s9h3d,35,4,
Ks9s9h3d,30,4,
As9s9h3d,35,4,
JsTs9h3d,35,4,
QsTs9h3d,23,5,
KsTs9h3d,20,5,
QsJs9h3d,25,4,
KsJs9h3d,18,5,
KsQs9h3d,25,4,
JhTh3d2s,30,4,
As9h6s3d,15,5,
9h8s7s3d,25,4,
Jh6d5c4d,28,4,
Qh6d5c4d,28,4,
Kh6d5c4d,28,4,
9d6d5c4d,28,4,
Jd6d5c4d,28,4,
Qd6d5c4d,28,4,
Kd6d5c4d,28,4,
6d5c4h4d,32.5,4,
6d5h5c4d,24,5,
6h6d5c4d,35.5,4,
9h5d5c4d,21,5,
Th5d5c4d,26,4,
JhTh5s3d,30,4,
JhTh6s3d,30,4,
JhTh7s3d,25,4,
JhTh8s3d,25,4,
JhTh9s3d,35,4,
QhTh3d2s,28,4,
QhTh3s3d,26,4,
Th3s3d2s,23,5,
Th4s3d2s,28,4,
QhTh5s3d,23,5,
QhTh6s3d,23,5,
QhTh7s3d,18,5,
QhTh8s3d,18,5,
QhTh9s3d,23,5,
KhTh3d2s,25,4,
KhTh3s3d,23,5,
KhTh4s3d,25,4,
KhTh5s3d,20,5,
KhTh6s3d,20,5,
KhTh7s3d,15,5,
JhTh3s3d,33,4,
JhTh4s3d,30,4,
As5d5c4d,41,4,
7d5d5c4d,24,5,
Th7s3d2s,20,5,
Th8s3d2s,20,5,
Th9s3d2s,20,5,
TsTh3d2s,52.5,3,
JsTh3d2s,25,4,
QsTh3d2s,25,4,
KsTh3d2s,25,4,
Th4s3s3d,23,5,
Th5s3s3d,16,5,
Th6s3s3d,13,5,
Th7s3s3d,18,5,
Th8s3s3d,18,5,
Th9s3s3d,23,5,
KhTh8s3d,15,5,
KhTh9s3d,20,5,
Th6s3d2s,15,5,
Jh5d5c4d,26,4,
Qh5d5c4d,26,4,
Kh5d5c4d,26,4,
Ah5d5c4d,41,4,
5d5c4d2s,26,4,
5d5c4d3s,36,4,
5d5c4s4d,40.5,4,
5s5d5c4d,36,4,
6s5d5c4d,26,4,
7s5d5c4d,26,4,
8s5d5c4d,26,4,
9s5d5c4d,21,5,
Ts5d5c4d,26,4,
Js5d5c4d,26,4,
6d5d5c4d,26,4,
KsTh6s3d,20,5,
TsTh3s3d,60.5,3,
JsTh3s3d,28,4,
QsTh3s3d,23,5,
KsTh3s3d,23,5,
Th5s4s3d,30,4,
Th6s4s3d,18,5,
Th7s4s3d,20,5,
Th8s4s3d,20,5,
Th9s4s3d,20,5,
TsTh4s3d,52.5,3,
JsTh4s3d,25,4,
QsTh4s3d,25,4,
KsTh4s3d,25,4,
Th6s5s3d,20,5,
Th5s3d2s,15,5,
TsTh9s3d,52.5,3,
JsTh9s3d,33,4,
QsTh9s3d,20,5,
Th7s5s3d,18,5,
Th8s5s3d,15,5,
Th9s5s3d,20,5,
TsTh5s3d,47.5,3,
JsTh5s3d,25,4,
QsTh5s3d,20,5,
KsTh5s3d,20,5,
Th7s6s3d,25,4,
Th8s6s3d,18,5,
Th9s6s3d,20,5,
TsTh6s3d,47.5,3,
JsTh6s3d,25,4,
QsTh6s3d,20,5,
QdJh5d2c,25,4,
KhQd5d2c,25,4,
Qd5d2s2c,11.5,5,
Qd5d3s2c,15,5,
Qd5d4s2c,15,5,
Th8s7s3d,20,5,
Th9s7s3d,18,5,
TsTh7s3d,42.5,4,
JsTh7s3d,20,5,
QsTh7s3d,15,5,
KsTh7s3d,15,5,
Th9s8s3d,30,4,
TsTh8s3d,45.5,3,
JsTh8s3d,20,5,
QsTh8s3d,15,5,
KsTh8s3d,15,5,
Kd5d5c4d,26,4,
5d5c4d2h,26,4,
5d5c4d3h,36,4,
5d5c4h4d,40.5,4,
5h5d5c4d,36,4,
6h5d5c4d,26,4,
7h5d5c4d,26,4,
8h5d5c4d,26,4,
Ts9s5c3d,25,4,
Qd5d4h2c,15,5,
Qd5h5d2c,16,5,
Qd6h5d2c,15,5,
Qd7h5d2c,10,5,
Qd8h5d2c,10,5,
Qd9h5d2c,15,5,
QdTh5d2c,20,5,
KhJh9s3d,18,5,
KsTh9s3d,20,5,
QhJh3d2s,30,4,
QhJh3s3d,33,4,
QhJh4s3d,30,4,
QhJh5s3d,30,4,
QhJh6s3d,30,4,
QhJh7s3d,20,5,
QhJh8s3d,25,4,
Qd5d2h2c,11.5,5,
Qd5d3h2c,15,5,
8d5d5c4d,26,4,
9d5d5c4d,21,5,
Td5d5c4d,26,4,
Jd5d5c4d,26,4,
Qd5d5c4d,26,4,
Ks9s5c3d,5,5,
JsTs5c3d,30,4,
QsTs5c3d,23,5,
KsTs5c3d,20,5,
QsJs5c3d,30,4,
KsJs5c3d,23,5,
KsQs5c3d,30,4,
Js6s5c3d,15,5,
Qs6s5c3d,15,5,
KhJh3d2s,28,4,
KhJh3s3d,26,4,
KhJh4s3d,28,4,
KhJh5s3d,23,5,
KhJh6s3d,23,5,
KhJh7s3d,13,5,
KhJh8s3d,18,5,
Jh7s3s3d,8,5,
Jh8s3s3d,18,5,
Jh9s3s3d,18,5,
JhTs3s3d,28,4,
JsJh3s3d,63,3,
QsJh3s3d,28,4,
KsJh3s3d,23,5,
Jh3s3d2s,23,5,
Jh4s3d2s,28,4,
Jh5s3d2s,15,5,
Jh6s3d2s,15,5,
Jh7s3d2s,10,5,
Jh8s3d2s,20,5,
QhJh9s3d,25,4,
Js9s5c3d,18,5,
Qs9s5c3d,15,5,
JsJh4s3d,55,3,
QsJh4s3d,25,4,
KsJh4s3d,25,4,
Jh6s5s3d,20,5,
Jh7s5s3d,13,5,
Jh8s5s3d,15,5,
Jh9s5s3d,15,5,
JhTs5s3d,25,4,
Jh9s3d2s,20,5,
JhTs3d2s,25,4,
JsJh3d2s,55,3,
QsJh3d2s,25,4,
KsJh3d2s,25,4,
Jh4s3s3d,23,5,
Jh5s3s3d,16,5,
Jh6s3s3d,13,5,
Jh8s6s3d,18,5,
Jh9s6s3d,15,5,
JhTs6s3d,25,4,
JsJh6s3d,50,3,
QsJh6s3d,25,4,
KsJh6s3d,20,5,
Jh8s7s3d,20,5,
Jh9s7s3d,13,5,
JhTs7s3d,20,5,
JsJh7s3d,40,4,
Jh5s4s3d,30,4,
Jh6s4s3d,18,5,
Jh7s4s3d,15,5,
Jh8s4s3d,20,5,
Jh9s4s3d,20,5,
JhTs4s3d,25,4,
Ks6s5c3d,15,5,
8s7s5c3d,20,5,
9s7s5c3d,13,5,
Ts7s5c3d,15,5,
Js7s5c3d,10,5,
Qs7s5c3d,10,5,
Ks7s5c3d,10,5,
9s8s5c3d,20,5,
Ts8s5c3d,18,5,
Js8s5c3d,15,5,
Qs8s5c3d,10,5,
Ks8s5c3d,10,5,
Qs5c4s3d,25,4,
Ks5c4s3d,25,4,
KsJh5s3d,20,5,
Jh7s6s3d,20,5,
JsJd5d2c,50,3,
QsJd5d2c,25,4,
KsJd5d2c,20,5,
QsJh7s3d,15,5,
KsJh7s3d,10,5,
Jh9s8s3d,20,5,
JhTs8s3d,23,5,
JsJh8s3d,45,3,
QsJh8s3d,20,5,
KsJh8s3d,15,5,
JhTs9s3d,35,4,
JsJh9s3d,48,3,
QsJh9s3d,20,5,
KsJh9s3d,15,5,
JsJh5s3d,50,3,
QsJh5s3d,25,4,
Qs5s5c3d,16,5,
Ks5s5c3d,16,5,
8s6s5c3d,18,5,
9s6s5c3d,15,5,
Ts6s5c3d,15,5,
6s5c3s3d,18,5,
7s5c3s3d,13,5,
Jd5d2s2c,11.5,5,
Jd5d3s2c,15,5,
Jd5d4s2c,15,5,
Jd5s5d2c,16,5,
Jd6s5d2c,15,5,
Jd7s5d2c,10,5,
Jd8s5d2c,15,5,
Jd9s5d2c,15,5,
JdTs5d2c,25,4,
Qh9s3d2s,20,5,
QhTs3d2s,25,4,
KhQh3d2s,30,4,
KhQh3s3d,33,4,
KhQh4s3d,30,4,
KhQh5s3d,30,4,
KhQh6s3d,30,4,
KhQh7s3d,20,5,
KhQh8s3d,20,5,
KhQh9s3d,25,4,
6s5s5c3d,26,4,
7s5s5c3d,19,5,
8s5s5c3d,16,5,
9s5s5c3d,11,5,
Ts5s5c3d,16,5,
Js5s5c3d,16,5,
Ts5c3s3d,13,5,
Js5c3s3d,13,5,
Qs5c3s3d,13,5,
Ks5c3s3d,13,5,
5s5c4s3d,36,4,
8s5c4s3d,25,4,
9s5c4s3d,20,5,
